Task: move-ego-0-0
  Dimension 0: min=0.5873, max=1.0273, mean=0.9236, std=0.0516
  Dimension 260: min=-0.6854, max=0.6483, mean=0.1290, std=0.2838
  Dimension 261: min=-0.9944, max=1.2114, mean=-0.0240, std=0.4558
  Dimension 262: min=-5.9161, max=1.8600, mean=-3.5520, std=1.3150
  Dimension 263: min=-1.7455, max=2.2284, mean=-0.2147, std=0.8353
  Dimension 264: min=-2.5301, max=1.7700, mean=-0.0075, std=0.8688
  Dimension 265: min=-5.9582, max=3.4391, mean=-3.5569, std=1.1827
  Dimension 266: min=-6.1126, max=4.6624, mean=2.0203, std=1.4168
  Dimension 267: min=-2.7831, max=2.2403, mean=-0.0161, std=0.8867
  Dimension 268: min=-6.4511, max=4.9921, mean=-3.4277, std=1.3276
  Dimension 269: min=-8.1561, max=6.1386, mean=2.8535, std=1.8496
  Dimension 270: min=-3.5919, max=2.7707, mean=-0.0168, std=1.1028
  Dimension 271: min=0.0000, max=1.2690, mean=0.8779, std=0.1752
  Dimension 272: min=-0.6789, max=0.5102, mean=-0.0290, std=0.2017
  Dimension 273: min=-1.0260, max=1.2044, mean=-0.0200, std=0.4222
  Dimension 274: min=0.0000, max=2.4582, mean=1.9121, std=0.3388
  Dimension 275: min=-1.1045, max=0.4242, mean=-0.2773, std=0.3026
  Dimension 276: min=-1.1913, max=1.3008, mean=-0.0265, std=0.4759
  Dimension 277: min=-0.7680, max=6.7699, mean=3.4589, std=1.1768
  Dimension 278: min=-3.6716, max=1.2170, mean=-1.6846, std=0.7979
  Dimension 279: min=-2.9484, max=1.9902, mean=-0.0358, std=1.0461
  Dimension 280: min=-0.8467, max=11.6972, mean=5.3843, std=2.1944
  Dimension 281: min=-4.1082, max=2.4155, mean=-1.5575, std=1.3181
  Dimension 282: min=-4.0291, max=3.1053, mean=0.0332, std=1.5694
  Dimension 283: min=-1.0474, max=13.9682, mean=6.1065, std=2.6384
  Dimension 284: min=-4.3992, max=3.5277, mean=-1.4356, std=1.6157
  Dimension 285: min=-4.7490, max=3.5362, mean=0.0464, std=1.7795
  Dimension 286: min=-1.6133, max=2.1811, mean=0.0295, std=0.7181
  Dimension 287: min=-2.7541, max=3.2647, mean=-0.0256, std=1.0649
  Dimension 288: min=0.0000, max=16.3719, mean=10.7356, std=2.6197
  Dimension 289: min=-3.6341, max=4.8568, mean=0.0286, std=1.9048
  Dimension 290: min=-6.4384, max=5.9279, mean=-0.0003, std=2.3963
  Dimension 291: min=0.0000, max=19.6703, mean=10.4567, std=3.5109
  Dimension 292: min=-4.2514, max=5.2491, mean=0.0307, std=1.9001
  Dimension 293: min=-5.7730, max=11.4574, mean=0.1841, std=3.5123
  Dimension 294: min=0.0000, max=19.3192, mean=10.3524, std=3.3906
  Dimension 295: min=-4.7285, max=5.2563, mean=-0.0706, std=1.9308
  Dimension 296: min=-11.7025, max=7.2860, mean=-0.0219, std=2.7936
  Dimension 297: min=-1.9909, max=22.0857, mean=10.3528, std=4.7337
  Dimension 298: min=-4.7406, max=6.5506, mean=-0.1276, std=2.0378
  Dimension 299: min=-10.2601, max=10.0747, mean=-0.0910, std=2.8358
  Dimension 300: min=-1.1930, max=22.9760, mean=10.4238, std=5.2115
  Dimension 301: min=-5.3183, max=3.5099, mean=-0.0457, std=2.1988
  Dimension 302: min=-10.0821, max=5.4155, mean=-0.1674, std=3.4197
  Dimension 303: min=0.0000, max=18.3186, mean=10.5494, std=3.4149
  Dimension 304: min=-6.8835, max=5.8995, mean=0.1126, std=2.8551
  Dimension 305: min=-11.8270, max=8.0086, mean=0.0252, std=4.6569
  Dimension 306: min=0.0000, max=18.8637, mean=10.3439, std=4.3217
  Dimension 307: min=-6.8172, max=15.4424, mean=0.6651, std=3.7000
  Dimension 308: min=-15.3002, max=15.6225, mean=-0.0757, std=7.2358
  Dimension 309: min=-1.9539, max=19.7168, mean=10.1005, std=6.3613
  Dimension 310: min=-6.8952, max=19.9828, mean=0.6192, std=4.3206
  Dimension 311: min=-13.9223, max=21.2583, mean=-0.1753, std=7.4041
  Dimension 312: min=-1.3826, max=22.1824, mean=10.0101, std=6.8113
  Dimension 313: min=-2.1461, max=2.5364, mean=-0.0412, std=0.8855
  Dimension 314: min=-3.1364, max=3.0895, mean=-0.0010, std=1.3093
  Dimension 315: min=0.0000, max=15.2006, mean=10.7099, std=2.0542
  Dimension 316: min=-2.2851, max=2.1089, mean=0.0210, std=0.8024
  Dimension 317: min=-2.2211, max=2.3642, mean=0.0141, std=0.8184
  Dimension 318: min=0.0000, max=14.7305, mean=10.7116, std=1.8506
  Dimension 319: min=-3.0271, max=2.5180, mean=0.0155, std=0.9716
  Dimension 320: min=-2.4956, max=2.8335, mean=0.0114, std=1.0401
  Dimension 321: min=0.0000, max=14.1120, mean=10.6945, std=1.7931
  Dimension 322: min=-1.8425, max=2.3183, mean=0.0373, std=0.6457
  Dimension 323: min=-2.1836, max=2.2917, mean=0.0140, std=0.9229
  Dimension 324: min=0.0000, max=13.3779, mean=10.7303, std=1.4218
  Dimension 325: min=-3.7779, max=4.2261, mean=0.0584, std=1.5846
  Dimension 326: min=-3.6841, max=4.3946, mean=0.0073, std=1.4953
  Dimension 327: min=0.0000, max=14.4172, mean=10.7334, std=1.5012
  Dimension 328: min=-2.8239, max=2.4681, mean=-0.0893, std=0.9320
  Dimension 329: min=-2.5826, max=3.4700, mean=0.0268, std=1.1833
  Dimension 330: min=-1.7018, max=14.6664, mean=10.7128, std=2.3772
  Dimension 331: min=-6.0272, max=6.1606, mean=-0.0048, std=2.6821
  Dimension 332: min=-7.5586, max=10.0910, mean=0.1961, std=2.8463
  Dimension 333: min=-8.1648, max=18.5581, mean=10.5822, std=3.7462
  Dimension 334: min=-5.8964, max=6.8065, mean=0.0333, std=2.4843
  Dimension 335: min=-9.3654, max=11.2322, mean=-0.0764, std=4.0675
  Dimension 336: min=-22.8803, max=20.2352, mean=10.5378, std=5.8893
  Dimension 337: min=-6.0496, max=7.7884, mean=0.1476, std=2.5758
  Dimension 338: min=-9.7574, max=11.0121, mean=-0.1568, std=4.3092
  Dimension 339: min=-23.9643, max=20.4695, mean=10.5316, std=6.1407
  Dimension 340: min=-6.7850, max=8.7992, mean=0.1472, std=3.1963
  Dimension 341: min=-9.6356, max=10.7125, mean=-0.1887, std=4.4924
  Dimension 342: min=-23.2978, max=21.3488, mean=10.5524, std=6.0482
  Dimension 343: min=-4.0707, max=4.1981, mean=0.1103, std=1.4643
  Dimension 344: min=-3.7088, max=3.1793, mean=-0.0635, std=1.6681
  Dimension 345: min=0.0000, max=16.5989, mean=10.6420, std=2.4268
  Dimension 346: min=-6.5421, max=6.8700, mean=-0.0855, std=3.0725
  Dimension 347: min=-8.7738, max=8.7829, mean=-0.4317, std=3.5068
  Dimension 348: min=-4.5151, max=21.2543, mean=10.2755, std=3.8798
  Dimension 349: min=-6.8557, max=9.0148, mean=-0.4641, std=3.3134
  Dimension 350: min=-19.6305, max=9.2221, mean=-0.6776, std=6.2720
  Dimension 351: min=-1.1653, max=22.6591, mean=10.0157, std=4.7081
  Dimension 352: min=-9.2775, max=7.4088, mean=-0.9013, std=3.3254
  Dimension 353: min=-17.6996, max=8.9021, mean=-0.7691, std=5.8990
  Dimension 354: min=-5.0690, max=23.9140, mean=10.2164, std=5.0794
  Dimension 355: min=-9.9287, max=8.5567, mean=-0.7067, std=3.6585
  Dimension 356: min=-16.8390, max=8.5115, mean=-0.9580, std=5.6454
  Dimension 357: min=-4.9064, max=25.4093, mean=10.0526, std=5.6420

Task: rotate-z--5-0.8
  Dimension 0: min=0.4016, max=1.0794, mean=0.8244, std=0.1430
  Dimension 1: min=-0.1107, max=0.1076, mean=0.0014, std=0.0524
  Dimension 2: min=-0.1148, max=0.1148, mean=0.0009, std=0.0702
  Dimension 3: min=-0.1144, max=0.1142, mean=-0.0066, std=0.0742
  Dimension 4: min=-0.3583, max=0.4691, mean=0.1223, std=0.2002
  Dimension 5: min=-0.4544, max=0.4482, mean=0.0206, std=0.2466
  Dimension 6: min=-0.4766, max=0.4691, mean=-0.1722, std=0.2571
  Dimension 7: min=-0.6523, max=0.7794, mean=0.0050, std=0.3257
  Dimension 8: min=-0.8367, max=0.7937, mean=-0.0605, std=0.4363
  Dimension 9: min=-0.8646, max=0.8679, mean=-0.2690, std=0.4454
  Dimension 10: min=-0.6503, max=0.8899, mean=0.0552, std=0.3499
  Dimension 11: min=-0.9345, max=0.9221, mean=-0.0303, std=0.4784
  Dimension 12: min=-0.9204, max=0.9543, mean=-0.3223, std=0.5049
  Dimension 13: min=-0.1052, max=0.1093, mean=0.0011, std=0.0435
  Dimension 14: min=-0.1130, max=0.1130, mean=-0.0072, std=0.0857
  Dimension 15: min=-0.1124, max=0.1113, mean=-0.0017, std=0.0591
  Dimension 16: min=-0.1503, max=0.4607, mean=0.2034, std=0.1384
  Dimension 17: min=-0.4898, max=0.4357, mean=-0.0437, std=0.2204
  Dimension 18: min=-0.4731, max=0.4927, mean=-0.1422, std=0.2553
  Dimension 19: min=-0.4319, max=0.7295, mean=0.1260, std=0.2441
  Dimension 20: min=-0.7110, max=0.8362, mean=-0.0418, std=0.3515
  Dimension 21: min=-0.8715, max=0.8323, mean=-0.1999, std=0.5037
  Dimension 22: min=-0.4014, max=0.8264, mean=0.2038, std=0.2611
  Dimension 23: min=-0.7651, max=0.7886, mean=-0.0886, std=0.3546
  Dimension 24: min=-0.9304, max=0.8916, mean=-0.2475, std=0.5346
  Dimension 25: min=-0.1119, max=0.1001, mean=-0.0272, std=0.0467
  Dimension 26: min=-0.1090, max=0.1090, mean=0.0037, std=0.0699
  Dimension 27: min=-0.1080, max=0.1118, mean=0.0207, std=0.0659
  Dimension 28: min=-0.2232, max=0.2304, mean=0.0084, std=0.1020
  Dimension 29: min=-0.2374, max=0.2424, mean=0.0100, std=0.1485
  Dimension 30: min=-0.2289, max=0.2442, mean=-0.0060, std=0.1397
  Dimension 31: min=-0.2574, max=0.2606, mean=0.0336, std=0.1201
  Dimension 32: min=-0.2661, max=0.2869, mean=0.0130, std=0.1665
  Dimension 33: min=-0.2792, max=0.2971, mean=-0.0393, std=0.1608
  Dimension 34: min=-0.4564, max=0.4553, mean=0.0463, std=0.2142
  Dimension 35: min=-0.4564, max=0.4838, mean=0.0101, std=0.2878
  Dimension 36: min=-0.4762, max=0.5137, mean=-0.0949, std=0.2841
  Dimension 37: min=-0.5025, max=0.5155, mean=0.0878, std=0.2315
  Dimension 38: min=-0.4774, max=0.5509, mean=0.0251, std=0.3060
  Dimension 39: min=-0.5409, max=0.5760, mean=-0.1430, std=0.3121
  Dimension 40: min=-0.3606, max=0.3795, mean=0.0646, std=0.1653
  Dimension 41: min=-0.3578, max=0.3852, mean=0.0110, std=0.2367
  Dimension 42: min=-0.3850, max=0.4211, mean=-0.0879, std=0.2204
  Dimension 43: min=-0.4133, max=0.4320, mean=0.0990, std=0.1829
  Dimension 44: min=-0.3901, max=0.4445, mean=0.0168, std=0.2651
  Dimension 45: min=-0.4634, max=0.4745, mean=-0.1416, std=0.2371
  Dimension 46: min=-0.5487, max=0.5958, mean=0.1520, std=0.2295
  Dimension 47: min=-0.5919, max=0.5690, mean=-0.0286, std=0.2976
  Dimension 48: min=-0.7176, max=0.6947, mean=-0.3383, std=0.2725
  Dimension 49: min=-0.7830, max=0.7252, mean=0.1539, std=0.3003
  Dimension 50: min=-0.8370, max=0.7811, mean=-0.0453, std=0.4102
  Dimension 51: min=-0.9527, max=0.7937, mean=-0.4311, std=0.4004
  Dimension 52: min=-0.8620, max=0.7777, mean=0.1504, std=0.3324
  Dimension 53: min=-0.9152, max=0.8601, mean=-0.0496, std=0.4549
  Dimension 54: min=-1.0196, max=0.8691, mean=-0.4571, std=0.4426
  Dimension 55: min=-0.4025, max=0.3895, mean=0.0061, std=0.1889
  Dimension 56: min=-0.4110, max=0.4112, mean=0.0057, std=0.2473
  Dimension 57: min=-0.3965, max=0.4186, mean=-0.0416, std=0.2447
  Dimension 58: min=-0.4989, max=0.4804, mean=-0.0147, std=0.2329
  Dimension 59: min=-0.5028, max=0.5051, mean=0.0062, std=0.2934
  Dimension 60: min=-0.4920, max=0.4776, mean=-0.0474, std=0.2963
  Dimension 61: min=-0.6800, max=0.7000, mean=-0.0023, std=0.3110
  Dimension 62: min=-0.6329, max=0.7367, mean=0.0585, std=0.3571
  Dimension 63: min=-0.7156, max=0.5254, mean=-0.1633, std=0.3530
  Dimension 64: min=-0.8612, max=0.8514, mean=0.0287, std=0.4179
  Dimension 65: min=-0.8199, max=0.9803, mean=0.0626, std=0.4501
  Dimension 66: min=-0.9187, max=0.5918, mean=-0.2710, std=0.4337
  Dimension 67: min=-0.9449, max=0.9188, mean=0.0315, std=0.4630
  Dimension 68: min=-0.8993, max=1.0633, mean=0.0564, std=0.4908
  Dimension 69: min=-0.9944, max=0.6510, mean=-0.2961, std=0.4638
  Dimension 70: min=-0.9873, max=0.9491, mean=0.0161, std=0.4155
  Dimension 71: min=-1.0000, max=1.0000, mean=0.0588, std=0.7613
  Dimension 72: min=-0.9990, max=0.9510, mean=-0.0435, std=0.4921
  Dimension 73: min=0.0469, max=1.0000, mean=0.7709, std=0.2197
  Dimension 74: min=-0.0000, max=0.0000, mean=-0.0000, std=0.0000
  Dimension 75: min=-0.9989, max=0.4571, mean=-0.4705, std=0.3688
  Dimension 76: min=-0.9995, max=0.6265, mean=-0.3571, std=0.3133
  Dimension 77: min=-0.9885, max=1.0000, mean=0.3378, std=0.6255
  Dimension 78: min=-0.9680, max=0.9994, mean=0.1389, std=0.4996
  Dimension 79: min=-0.8459, max=1.0000, mean=0.5879, std=0.3573
  Dimension 80: min=-0.9865, max=0.8945, mean=0.0945, std=0.5092
  Dimension 81: min=-0.9926, max=0.9998, mean=-0.0060, std=0.5083
  Dimension 82: min=-0.9965, max=0.6947, mean=-0.3590, std=0.3322
  Dimension 83: min=-0.9995, max=1.0000, mean=0.3180, std=0.6310
  Dimension 84: min=-0.9724, max=0.9985, mean=0.0966, std=0.5022
  Dimension 85: min=-0.4745, max=1.0000, mean=0.6386, std=0.3095
  Dimension 86: min=-0.6078, max=0.8453, mean=0.1660, std=0.3303
  Dimension 87: min=-0.9938, max=0.6613, mean=-0.5007, std=0.3302
  Dimension 88: min=-0.9913, max=0.9675, mean=-0.4896, std=0.3248
  Dimension 89: min=-0.9300, max=1.0000, mean=0.2970, std=0.5910
  Dimension 90: min=-0.8962, max=0.9969, mean=0.1441, std=0.4433
  Dimension 91: min=-0.6176, max=1.0000, mean=0.6306, std=0.3191
  Dimension 92: min=-0.8644, max=0.9181, mean=0.2376, std=0.4313
  Dimension 93: min=-0.9999, max=0.8813, mean=-0.3125, std=0.4004
  Dimension 94: min=-0.9899, max=0.9439, mean=-0.5156, std=0.3134
  Dimension 95: min=-0.8927, max=1.0000, mean=0.2925, std=0.5743
  Dimension 96: min=-0.8631, max=0.9939, mean=0.1678, std=0.4385
  Dimension 97: min=-0.6014, max=1.0000, mean=0.6107, std=0.3144
  Dimension 98: min=-0.9085, max=0.9740, mean=0.1993, std=0.4743
  Dimension 99: min=-0.9983, max=0.9686, mean=-0.2012, std=0.4723
  Dimension 100: min=-0.9977, max=0.9988, mean=0.0891, std=0.5107
  Dimension 101: min=-0.9988, max=1.0000, mean=0.0655, std=0.7298
  Dimension 102: min=-0.9822, max=0.9842, mean=-0.1753, std=0.4046
  Dimension 103: min=-0.9643, max=1.0000, mean=0.3596, std=0.4617
  Dimension 104: min=-0.9975, max=0.9993, mean=0.0383, std=0.5504
  Dimension 105: min=-0.9996, max=0.9842, mean=-0.0133, std=0.5941
  Dimension 106: min=-0.9968, max=0.9961, mean=0.1366, std=0.4900
  Dimension 107: min=-0.9990, max=1.0000, mean=0.0742, std=0.7419
  Dimension 108: min=-0.9843, max=0.9986, mean=-0.1626, std=0.3986
  Dimension 109: min=-0.4725, max=1.0000, mean=0.5976, std=0.3873
  Dimension 110: min=-0.9920, max=0.7484, mean=-0.2359, std=0.4394
  Dimension 111: min=-0.9839, max=0.7308, mean=-0.2585, std=0.4212
  Dimension 112: min=-0.9833, max=0.9903, mean=-0.0495, std=0.5067
  Dimension 113: min=-0.9991, max=1.0000, mean=0.2294, std=0.6703
  Dimension 114: min=-0.9986, max=0.9991, mean=0.0466, std=0.4865
  Dimension 115: min=-0.9310, max=1.0000, mean=0.6258, std=0.3330
  Dimension 116: min=-0.9764, max=0.9201, mean=-0.3106, std=0.4656
  Dimension 117: min=-0.9925, max=0.6693, mean=-0.2731, std=0.3311
  Dimension 118: min=-0.9806, max=0.9984, mean=-0.0517, std=0.4967
  Dimension 119: min=-0.9977, max=1.0000, mean=0.2252, std=0.6752
  Dimension 120: min=-0.9965, max=0.9974, mean=0.0512, std=0.4913
  Dimension 121: min=-0.8117, max=1.0000, mean=0.6383, std=0.3604
  Dimension 122: min=-0.9764, max=0.9338, mean=-0.3077, std=0.4400
  Dimension 123: min=-0.9763, max=0.9902, mean=-0.1413, std=0.3930
  Dimension 124: min=-0.8429, max=0.9983, mean=0.2763, std=0.4782
  Dimension 125: min=-0.9377, max=1.0000, mean=0.0865, std=0.6714
  Dimension 126: min=-0.9963, max=0.7395, mean=-0.2720, std=0.4035
  Dimension 127: min=-0.3802, max=1.0000, mean=0.5339, std=0.3747
  Dimension 128: min=-0.6913, max=0.8711, mean=0.1003, std=0.4183
  Dimension 129: min=-0.9944, max=0.7106, mean=-0.4828, std=0.3955
  Dimension 130: min=-0.9255, max=0.9989, mean=0.1154, std=0.4936
  Dimension 131: min=-0.9964, max=1.0000, mean=-0.0929, std=0.7238
  Dimension 132: min=-0.9617, max=0.8434, mean=-0.2467, std=0.3869
  Dimension 133: min=-0.6524, max=1.0000, mean=0.5272, std=0.4028
  Dimension 134: min=-0.8743, max=0.7644, mean=-0.0171, std=0.4252
  Dimension 135: min=-0.9920, max=0.4943, mean=-0.5038, std=0.3535
  Dimension 136: min=-0.7381, max=0.9990, mean=0.3492, std=0.5105
  Dimension 137: min=-0.9572, max=1.0000, mean=0.0254, std=0.6136
  Dimension 138: min=-0.9975, max=0.7653, mean=-0.2686, std=0.4101
  Dimension 139: min=-0.8751, max=1.0000, mean=0.4396, std=0.4274
  Dimension 140: min=-0.8510, max=0.9797, mean=0.2463, std=0.5165
  Dimension 141: min=-0.9958, max=0.1681, mean=-0.4734, std=0.2692
  Dimension 142: min=-0.8635, max=0.9991, mean=0.2471, std=0.5267
  Dimension 143: min=-0.9978, max=1.0000, mean=0.0164, std=0.6711
  Dimension 144: min=-0.9942, max=0.8271, mean=-0.1119, std=0.4455
  Dimension 145: min=-0.7940, max=1.0000, mean=0.4984, std=0.3918
  Dimension 146: min=-0.7577, max=0.9820, mean=0.2574, std=0.4388
  Dimension 147: min=-0.9982, max=0.2441, mean=-0.5018, std=0.2958
  Dimension 148: min=-0.9370, max=0.9943, mean=0.1979, std=0.6117
  Dimension 149: min=-0.9593, max=1.0000, mean=0.0136, std=0.6340
  Dimension 150: min=-0.9607, max=0.8771, mean=-0.1211, std=0.4122
  Dimension 151: min=-0.7536, max=1.0000, mean=0.4320, std=0.3656
  Dimension 152: min=-0.5727, max=0.9900, mean=0.3641, std=0.3741
  Dimension 153: min=-0.9995, max=0.0762, mean=-0.5783, std=0.2698
  Dimension 154: min=-0.4588, max=0.9917, mean=0.4213, std=0.4204
  Dimension 155: min=-0.8103, max=1.0000, mean=0.0732, std=0.4914
  Dimension 156: min=-0.9970, max=0.6989, mean=-0.5524, std=0.3063
  Dimension 157: min=-0.7591, max=1.0000, mean=0.3145, std=0.4867
  Dimension 158: min=-0.9253, max=0.9932, mean=0.2358, std=0.6051
  Dimension 159: min=-0.9671, max=0.4822, mean=-0.3973, std=0.2908
  Dimension 160: min=-0.8613, max=0.9976, mean=0.1685, std=0.3888
  Dimension 161: min=-0.8972, max=1.0000, mean=-0.1744, std=0.3721
  Dimension 162: min=-0.9998, max=0.8971, mean=-0.7483, std=0.3027
  Dimension 163: min=-0.9990, max=1.0000, mean=-0.2514, std=0.6587
  Dimension 164: min=-0.9990, max=0.9996, mean=0.1132, std=0.5676
  Dimension 165: min=-0.9407, max=0.9846, mean=0.0241, std=0.4090
  Dimension 166: min=-0.9292, max=0.9966, mean=0.0101, std=0.4434
  Dimension 167: min=-0.9881, max=1.0000, mean=-0.0592, std=0.5425
  Dimension 168: min=-0.9970, max=0.9844, mean=-0.3752, std=0.6039
  Dimension 169: min=-0.9995, max=1.0000, mean=-0.5578, std=0.4092
  Dimension 170: min=-0.9689, max=0.9849, mean=0.0819, std=0.4601
  Dimension 171: min=-0.9250, max=0.9997, mean=0.3514, std=0.4236
  Dimension 172: min=-0.9963, max=0.9795, mean=-0.1449, std=0.5098
  Dimension 173: min=-0.9836, max=1.0000, mean=-0.0360, std=0.5862
  Dimension 174: min=-0.9995, max=0.9964, mean=-0.2120, std=0.5738
  Dimension 175: min=-0.9985, max=1.0000, mean=-0.4544, std=0.4131
  Dimension 176: min=-0.9613, max=0.9999, mean=0.1659, std=0.5140
  Dimension 177: min=-0.9988, max=0.9996, mean=0.4092, std=0.4047
  Dimension 178: min=-0.9878, max=0.9893, mean=0.0522, std=0.5438
  Dimension 179: min=-1.0000, max=1.0000, mean=0.0431, std=0.6493
  Dimension 180: min=-0.9954, max=0.9978, mean=-0.1792, std=0.4960
  Dimension 181: min=-0.9996, max=1.0000, mean=-0.4159, std=0.4626
  Dimension 182: min=-0.9769, max=0.9893, mean=0.1611, std=0.5309
  Dimension 183: min=-0.8516, max=1.0000, mean=0.3438, std=0.4324
  Dimension 184: min=-0.8630, max=0.9979, mean=0.2224, std=0.5333
  Dimension 185: min=-0.9773, max=1.0000, mean=-0.0533, std=0.6347
  Dimension 186: min=-0.9554, max=0.9133, mean=0.0052, std=0.5103
  Dimension 187: min=-0.8128, max=1.0000, mean=0.5203, std=0.3516
  Dimension 188: min=-0.8251, max=0.9584, mean=0.2492, std=0.3956
  Dimension 189: min=-0.9995, max=0.1464, mean=-0.5576, std=0.2759
  Dimension 190: min=-0.9978, max=0.9564, mean=-0.0507, std=0.5549
  Dimension 191: min=-0.9993, max=1.0000, mean=-0.1806, std=0.5385
  Dimension 192: min=-0.8056, max=0.9882, mean=0.4770, std=0.3733
  Dimension 193: min=-0.9463, max=1.0000, mean=0.2554, std=0.4728
  Dimension 194: min=-0.9973, max=0.9896, mean=-0.1970, std=0.6211
  Dimension 195: min=-0.9937, max=0.5722, mean=-0.4465, std=0.2954
  Dimension 196: min=-0.9925, max=0.9683, mean=-0.1345, std=0.5452
  Dimension 197: min=-0.9972, max=1.0000, mean=-0.0153, std=0.5730
  Dimension 198: min=-0.6099, max=0.9983, mean=0.4331, std=0.4105
  Dimension 199: min=-0.9903, max=1.0000, mean=0.0018, std=0.5354
  Dimension 200: min=-0.9964, max=0.9938, mean=-0.2489, std=0.6402
  Dimension 201: min=-0.9984, max=0.9772, mean=0.0424, std=0.4897
  Dimension 202: min=-0.9984, max=0.9991, mean=-0.0033, std=0.5934
  Dimension 203: min=-0.9951, max=1.0000, mean=0.1158, std=0.6315
  Dimension 204: min=-0.7675, max=0.9933, mean=0.2363, std=0.4241
  Dimension 205: min=-0.9831, max=1.0000, mean=0.0322, std=0.5392
  Dimension 206: min=-0.9985, max=0.9827, mean=-0.2454, std=0.5803
  Dimension 207: min=-0.9876, max=0.9951, mean=0.2005, std=0.5207
  Dimension 208: min=-0.9927, max=0.9910, mean=0.0724, std=0.5833
  Dimension 209: min=-0.9903, max=1.0000, mean=0.1785, std=0.6440
  Dimension 210: min=-0.7261, max=0.9763, mean=0.2506, std=0.3809
  Dimension 211: min=-0.9994, max=1.0000, mean=0.1049, std=0.6003
  Dimension 212: min=-0.9998, max=0.9606, mean=-0.2362, std=0.5406
  Dimension 213: min=-0.9652, max=0.9940, mean=0.1391, std=0.5112
  Dimension 214: min=-2.8618, max=2.2500, mean=-0.3419, std=1.0016
  Dimension 215: min=-1.4238, max=3.8253, mean=1.5104, std=1.0876
  Dimension 216: min=-3.7033, max=2.7842, mean=-0.0379, std=1.1338
  Dimension 217: min=-3.1944, max=2.1713, mean=-0.3717, std=1.1488
  Dimension 218: min=-1.6755, max=4.5995, mean=1.5016, std=1.4701
  Dimension 219: min=-5.1158, max=3.6269, mean=-0.0241, std=1.6559
  Dimension 220: min=-7.6779, max=4.4474, mean=-0.3896, std=1.8438
  Dimension 221: min=-7.2481, max=8.7032, mean=1.6526, std=2.9255
  Dimension 222: min=-8.6016, max=6.0038, mean=-0.0326, std=3.1019
  Dimension 223: min=-11.6294, max=7.3976, mean=-0.4886, std=3.5341
  Dimension 224: min=-9.9902, max=15.3741, mean=1.7126, std=5.1770
  Dimension 225: min=-12.4631, max=10.9777, mean=0.0244, std=4.9595
  Dimension 226: min=-14.3387, max=9.4143, mean=-0.4908, std=3.9646
  Dimension 227: min=-11.3416, max=15.7284, mean=1.7885, std=5.8645
  Dimension 228: min=-15.2736, max=13.1607, mean=0.0296, std=5.7045
  Dimension 229: min=-3.3991, max=3.3455, mean=-0.3337, std=1.2562
  Dimension 230: min=-1.9394, max=5.0029, mean=1.5058, std=1.4428
  Dimension 231: min=-3.8352, max=4.2457, mean=-0.0310, std=1.4982
  Dimension 232: min=-4.8482, max=4.9892, mean=-0.3439, std=1.7769
  Dimension 233: min=-7.0191, max=8.7906, mean=1.4782, std=2.6366
  Dimension 234: min=-5.9182, max=8.3097, mean=0.0131, std=2.6856
  Dimension 235: min=-8.8406, max=7.0972, mean=-0.3147, std=2.9425
  Dimension 236: min=-10.1764, max=10.0058, mean=1.4539, std=3.9649
  Dimension 237: min=-12.2203, max=12.6441, mean=-0.0573, std=5.1692
  Dimension 238: min=-9.2241, max=7.6929, mean=-0.3827, std=3.0304
  Dimension 239: min=-10.4562, max=10.1666, mean=1.3892, std=4.1717
  Dimension 240: min=-12.5813, max=15.1978, mean=-0.0095, std=5.4287
  Dimension 241: min=-3.1024, max=2.6392, mean=-0.3304, std=1.0742
  Dimension 242: min=-1.4023, max=4.0764, mean=1.5096, std=1.0225
  Dimension 243: min=-2.8261, max=2.0373, mean=-0.0493, std=0.8237
  Dimension 244: min=-3.2265, max=2.9830, mean=-0.3292, std=1.0913
  Dimension 245: min=-1.9475, max=4.1048, mean=1.5366, std=1.2000
  Dimension 246: min=-1.8816, max=1.4329, mean=-0.0576, std=0.7042
  Dimension 247: min=-2.9140, max=2.7524, mean=-0.3221, std=1.0293
  Dimension 248: min=-1.9395, max=4.5556, mean=1.5627, std=1.2832
  Dimension 249: min=-1.8278, max=1.5462, mean=-0.0589, std=0.7545
  Dimension 250: min=-4.0011, max=2.9901, mean=-0.3584, std=1.4932
  Dimension 251: min=-2.2381, max=6.9130, mean=1.6824, std=2.1557
  Dimension 252: min=-3.1648, max=4.8221, mean=-0.0646, std=1.5739
  Dimension 253: min=-4.0150, max=3.5573, mean=-0.3211, std=1.5735
  Dimension 254: min=-2.5856, max=7.6998, mean=1.7519, std=2.4319
  Dimension 255: min=-3.8699, max=5.7218, mean=-0.0620, std=1.8174
  Dimension 256: min=-3.7042, max=2.8530, mean=-0.3699, std=1.3039
  Dimension 257: min=-1.7155, max=6.1684, mean=1.6172, std=1.6502
  Dimension 258: min=-2.3596, max=3.3678, mean=-0.0578, std=1.0956
  Dimension 259: min=-4.6343, max=3.4940, mean=-0.3874, std=1.5485
  Dimension 260: min=-2.0673, max=7.7210, mean=1.6384, std=1.8661
  Dimension 261: min=-3.6308, max=4.2181, mean=-0.0661, std=1.2776
  Dimension 262: min=-5.9839, max=4.0873, mean=-0.4301, std=1.9015
  Dimension 263: min=-4.9073, max=11.4174, mean=1.6418, std=2.4780
